loss,val_loss,acc,val_acc
1.8078679745657402,1.6043168682801097,0.36515789348305316,0.43168421011222036
1.4862555202684904,1.3921573538529246,0.5234385932746687,0.5668420917109439
1.213304170391016,1.1916069607985647,0.6268070193759182,0.5920000013552214
1.013022449978611,1.0607987799142535,0.6537894648418092,0.6274736805966026
0.8808494074302807,0.9212315490371302,0.702385964100821,0.6906315903914603
0.77851444796512,0.8868976800065291,0.7434035079521045,0.7007368457944769
0.6679005235956427,0.6717967798835353,0.7856140345857855,0.7868420889503077
0.5558843649270242,0.5626201143390254,0.8178245592535588,0.819684226261942
0.4630837748970902,0.567454131026017,0.850912280250014,0.7975789528144034
0.4324168939339487,0.4975071674899051,0.8547017522025526,0.831789471601185
0.3838155018655877,0.4099441170692444,0.8748771945635477,0.8755789273663571
0.34484826525052387,0.39897969678828593,0.8857894728058263,0.866947374845806
0.34059799161919374,0.3770127374874918,0.8853333383275751,0.8708421023268449
0.32803460380487276,0.4114551873583543,0.8894035063291851,0.8461052681270399
0.2824896396252147,0.3292462778718848,0.9049824591268573,0.8933684104367307
0.2945141418461214,0.32093975575346695,0.8978947369675887,0.8902105124373185
0.3361702854173225,0.335685028841621,0.8765964863593119,0.883052618880021
0.27721153617950905,0.42514144746880783,0.9024912286223027,0.8434736916893407
0.2691156500787066,0.38463008560632406,0.9085964936959116,0.8562105329413163
0.24373903792155416,0.3726012220508174,0.9190877194990191,0.8660000092104861
0.2614661188502061,0.3137100997724031,0.9120000057053148,0.8901052600459048
0.23092805894843318,0.4472898338970385,0.9235438673119796,0.8307368410261053
0.26571940983596604,0.318440202035402,0.9041754530187238,0.8810526289437947
0.22203755875428519,0.2610425941253963,0.9271578861956011,0.9140000092355829
0.1992489672020862,0.246476201634658,0.9348421086344803,0.915684229449222
0.20693688081544742,0.27016436583117437,0.9316491223218148,0.9095789570557443
0.19518232476292996,0.2273805055179094,0.9350526270113493,0.9243157882439462
0.20418819432195864,0.3064956445443003,0.9347017595642492,0.8944210598343297
0.20342279186374262,0.2608774178906491,0.9338245663726539,0.9090526292198583
0.19389668956660389,0.24178327698456614,0.9387368434353879,0.9250526208626596
0.2157209667197445,0.2452414498517388,0.9332631596347742,0.9190526385056345
0.17549381522755875,0.24404505757909073,0.9478245597136649,0.9213684138498808
0.159842135090577,0.22825458724247782,0.9516842062013191,0.9267368316650391
0.15730316335694833,0.22949017349042392,0.9535087681653207,0.924736848002986
0.1536419877880498,0.22593798684446434,0.9556842048962911,0.9255789486985457
0.1531007794434564,0.22940748380987266,0.9550175457669977,0.9237894698193199
0.1512157936629496,0.23148407983152489,0.956385960704402,0.9238947316219932
0.15011755285555856,0.2324570872281727,0.9574035019205328,0.9231578958661932
0.14900347093741098,0.22440260648727417,0.9565964937210083,0.9258947246953061
0.15001037324729719,0.21845936147790207,0.9559298262261507,0.9305263130288375
0.1462577319981759,0.23401757290488795,0.9578947424888611,0.9214736787896407
0.14694076737290934,0.22276936549889415,0.9577193040596811,0.9286315754840249
0.1453515263764482,0.2238816963998895,0.9575087626775106,0.928105260196485
0.14401976071428835,0.22163542556135277,0.9586666550552636,0.9300000134267306
0.14421261572524122,0.22061266397175036,0.9575438541278505,0.928842117911891
0.14237427057927116,0.22148803896025607,0.9587719325433698,0.9286315911694577
0.1421776734161795,0.22143854749830147,0.959087728408345,0.9286315911694577
0.14208637700791946,0.22093395496669568,0.9590877200427809,0.9294736855908444
0.14196372581155678,0.22102901731666766,0.9589824540573254,0.9294736855908444
0.14182739338853903,0.22195916662090703,0.9591578903951143,0.9283157900760048
0.14173685824661925,0.22191789354148664,0.9593684129547655,0.9284210550157648
0.14173693327527298,0.22179631732012095,0.9594035002223232,0.9286315848952845
0.14171266895637177,0.22183752059936523,0.9594035096335829,0.9286315848952845
0.14170783000034198,0.22193212336615512,0.9594035075421918,0.9283157900760048
0.1416994407773018,0.2219549386124862,0.9594385906269676,0.9283157900760048
0.1416870036668945,0.2218845259202154,0.9593684108633744,0.9285263199555246
0.14168376789281242,0.22174416090312757,0.9593333382355539,0.9287368498350445
0.141662350218547,0.22174690899096036,0.9592982488766051,0.9287368498350445
0.14165831318027094,0.22175760959324084,0.9593333371898585,0.9287368498350445
0.1416578962091814,0.22154588840509715,0.959298242602432,0.9289473797145643
0.14163492345496229,0.22151779579488853,0.9592982488766051,0.9289473797145643
0.14162166076794006,0.22145868837833405,0.9592631584719608,0.9289473797145643
0.14161077416256854,0.22144919477011027,0.9592631699746115,0.9289473797145643
0.1415987069669523,0.22140131577065117,0.9592982488766051,0.9291578939086512
0.14159788857949407,0.22128832026531822,0.9592631616090473,0.9293684237881711
0.14159523904846424,0.22136379072540685,0.9592280659759254,0.9292631588484112
0.14157318820556006,0.22119169643050746,0.959192995439496,0.929473688727931
0.1415563976032692,0.22113815106843648,0.9591929766169766,0.9296842186074508
0.14154110522123806,0.22113700760038277,0.9591929891653228,0.9296842186074508
0.14153383044820084,0.22116168706040634,0.9592280638845343,0.9296842186074508
0.1415370000820411,0.22101705638985886,0.9592280659759254,0.9296842186074508
0.14151388197614437,0.22106562397981944,0.9591578956235919,0.9296842186074508
0.14151125584255186,0.22104242836174212,0.9592280680673164,0.9296842186074508
0.14148931100703122,0.22102527006676323,0.9591929776626721,0.9296842186074508
0.14148989698865957,0.2211182415485382,0.9592631553348742,0.9295789536676908
0.14146359853054347,0.22101270603506187,0.9592631637004384,0.9295789536676908
0.1414537688619212,0.2208530432299564,0.9591929891653228,0.9295789536676908
0.14143996006041243,0.2206782102584839,0.9591578935322008,0.9296842091961911
0.1414244806295947,0.2206460112019589,0.9591579029434606,0.9296842091961911
0.14141778046624703,0.22057845639555076,0.9591578872580278,0.9295789442564312
0.14140021774852485,0.22041629176390798,0.9591228010361654,0.9295789442564312
0.14140090320193976,0.22030277863929146,0.9591227989447745,0.9295789442564312
0.1413850989519504,0.22029506140633634,0.9591228062646431,0.9295789442564312
0.14137106258095355,0.22026780482969785,0.9591578966692874,0.9296842123332777
0.1413639991691238,0.22027186421971573,0.959122802081861,0.9295789442564312
0.14134726764862998,0.22029096044992147,0.9591578924865053,0.9295789442564312
0.14133582499466443,0.2202353414736296,0.9591929839368452,0.9296842123332777
0.1413240040603437,0.22022169828414917,0.9591578956235919,0.929789474135951
0.14131625310370796,0.22025669013199053,0.9591579018977651,0.9295789442564312
0.141301579904138,0.22018755972385406,0.9591578966692874,0.929789474135951
0.1412940165191366,0.2201448004496725,0.9591578987606785,0.9298947390757109
0.1412809118628502,0.22010800634559832,0.9591578977149829,0.9298947390757109
0.1412709099158906,0.22008099367744044,0.959157899806374,0.9298947390757109
0.14125251521666846,0.2200239543852053,0.9591929912567139,0.9297894772730375
0.1412431906189835,0.21995168218487188,0.959157899806374,0.9296842123332777
0.14123597479703134,0.22004495168987073,0.9591929891653228,0.9296842123332777
0.1412233448865121,0.21992824422685722,0.9591929807997587,0.9297894772730375
0.14120721673233466,0.2199435398766869,0.9591228073103386,0.9297894772730375
0.14119205558509157,0.21986747572296544,0.9591228104474252,0.9296842123332777
0.14119439258387215,0.21993507366431386,0.9590877210884764,0.9295789473935178
